time,time_replication,time_lead_total_work,time_download
0.12700963020324707,0.04806208610534668,0.12700963020324707,0.046391916
0.14123058319091797,0.04778790473937988,0.14123058319091797,0.046548167
0.13449525833129883,0.046013593673706055,0.13449525833129883,0.045521
0.13709712028503418,0.04701709747314453,0.13709712028503418,0.044893625
0.12932658195495605,0.03586006164550781,0.12932658195495605,0.045715792
0.13156366348266602,0.04905962944030762,0.13156366348266602,0.046747417
0.1314866542816162,0.04630470275878906,0.1314866542816162,0.042213583
0.12330842018127441,0.034931182861328125,0.12330842018127441,0.042785291
0.12182092666625977,0.03615164756774902,0.12182092666625977,0.042078542
0.10346460342407227,0.034484148025512695,0.10346460342407227,0.045978208
0.11637711524963379,0.03714251518249512,0.11637711524963379,0.045309
0.12678742408752441,0.045946598052978516,0.12678742408752441,0.046687958
0.13106393814086914,0.04482889175415039,0.13106393814086914,0.045377417
0.1380903720855713,0.049082040786743164,0.1380903720855713,0.04682975
0.12135028839111328,0.03718400001525879,0.12135028839111328,0.049103375
0.12648367881774902,0.03941535949707031,0.12648367881774902,0.040003041
0.1293773651123047,0.046607017517089844,0.1293773651123047,0.0397265
0.136124849319458,0.04311847686767578,0.136124849319458,0.04293825
0.14084577560424805,0.049559593200683594,0.14084577560424805,0.046504833
0.12132763862609863,0.03950953483581543,0.12132763862609863,0.04809625
0.11956381797790527,0.046395301818847656,0.11956381797790527,0.04674475
0.10755300521850586,0.03381204605102539,0.10755300521850586,0.04585375
0.12544584274291992,0.038388729095458984,0.12544584274291992,0.044866917
0.12659049034118652,0.03767585754394531,0.12659049034118652,0.0472675
0.12745404243469238,0.03536629676818848,0.12745404243469238,0.046755875
0.14317011833190918,0.04951906204223633,0.14317011833190918,0.038836833
0.9347383975982666,0.04892849922180176,0.9347383975982666,0.046324708
0.1439831256866455,0.05164670944213867,0.1439831256866455,0.038829083
0.13726568222045898,0.04914402961730957,0.13726568222045898,0.04252275
0.14054369926452637,0.05079770088195801,0.14054369926452637,0.041775792
0.11578631401062012,0.03869748115539551,0.11578631401062012,0.046653334
0.1407606601715088,0.05108046531677246,0.1407606601715088,0.0460775
0.12903571128845215,0.039140939712524414,0.12903571128845215,0.045468792
0.11779451370239258,0.03629302978515625,0.11779451370239258,0.045726792
0.11896443367004395,0.04640793800354004,0.11896443367004395,0.045895541
0.1384599208831787,0.050484657287597656,0.1384599208831787,0.048872042
0.1314394474029541,0.04526209831237793,0.1314394474029541,0.045271875
0.12908029556274414,0.040505409240722656,0.12908029556274414,0.045190042
0.12424993515014648,0.04043388366699219,0.12424993515014648,0.041170375
0.12646865844726562,0.037835121154785156,0.12646865844726562,0.041525875
0.12321805953979492,0.037312984466552734,0.12321805953979492,0.04517175
0.12159895896911621,0.035891056060791016,0.12159895896911621,0.045154459
0.13224458694458008,0.04363608360290527,0.13224458694458008,0.044181459
0.12879395484924316,0.039406776428222656,0.12879395484924316,0.047084292
0.12949919700622559,0.050745248794555664,0.12949919700622559,0.042785917
0.13142013549804688,0.03983950614929199,0.13142013549804688,0.0446115
0.13938117027282715,0.051199913024902344,0.13938117027282715,0.042973125
0.14049696922302246,0.051476478576660156,0.14049696922302246,0.045702958
0.12759017944335938,0.053173065185546875,0.12759017944335938,1.056041375
0.13739728927612305,0.04613375663757324,0.13739728927612305,0.040220375
0.12792420387268066,0.035865068435668945,0.12792420387268066,0.047024417
0.12812042236328125,0.03673410415649414,0.12812042236328125,0.04709325
0.15103483200073242,0.051865339279174805,0.15103483200073242,0.047015541
0.12761282920837402,0.03731679916381836,0.12761282920837402,0.046959625
0.11870074272155762,0.0381777286529541,0.11870074272155762,0.04513775
0.13524174690246582,0.04907798767089844,0.13524174690246582,0.0440035
0.12434911727905273,0.03625369071960449,0.12434911727905273,0.044000375
0.13750624656677246,0.04829144477844238,0.13750624656677246,0.049488833
0.14534974098205566,0.0499720573425293,0.14534974098205566,0.047020917
0.5771524906158447,0.048917531967163086,0.5771524906158447,0.041202958
0.38012170791625977,0.036626577377319336,0.38012170791625977,0.04631825
0.15432524681091309,0.04847288131713867,0.15432524681091309,0.043696666
0.12199759483337402,0.03855705261230469,0.12199759483337402,0.044608958
0.13619279861450195,0.05044984817504883,0.13619279861450195,0.042243584
0.1486339569091797,0.049820899963378906,0.1486339569091797,0.043643584
0.13364791870117188,0.04023456573486328,0.13364791870117188,0.048671083
0.12383151054382324,0.0404515266418457,0.12383151054382324,0.046892375
0.12293314933776855,0.034821510314941406,0.12293314933776855,0.045341708
0.10934853553771973,0.036072731018066406,0.10934853553771973,0.04599975
0.14720964431762695,0.05070924758911133,0.14720964431762695,0.044400166
0.12970733642578125,0.0392611026763916,0.12970733642578125,0.047202917
0.12320733070373535,0.03492021560668945,0.12320733070373535,0.045548292
0.12695932388305664,0.03846430778503418,0.12695932388305664,0.047147625
0.12824654579162598,0.03595709800720215,0.12824654579162598,0.044692458
0.12641310691833496,0.0377044677734375,0.12641310691833496,0.040169125
0.12910819053649902,0.0378415584564209,0.12910819053649902,0.046357125
0.1274559497833252,0.03592276573181152,0.1274559497833252,0.046632291
0.13555049896240234,0.03584027290344238,0.13555049896240234,0.046633166
0.12884235382080078,0.0365605354309082,0.12884235382080078,0.047881083
0.13194060325622559,0.03847169876098633,0.13194060325622559,0.041961209
0.1346132755279541,0.04287219047546387,0.1346132755279541,0.048618375
0.11567807197570801,0.040611982345581055,0.11567807197570801,0.045710208
0.13003945350646973,0.037938594818115234,0.13003945350646973,0.046134
0.14072251319885254,0.049483537673950195,0.14072251319885254,0.045598875
0.129227876663208,0.05463433265686035,0.129227876663208,0.04334025
0.13256621360778809,0.045912981033325195,0.13256621360778809,0.044524916
0.12354207038879395,0.04555034637451172,0.12354207038879395,0.046425
0.12478947639465332,0.03706717491149902,0.12478947639465332,0.045978542
0.14519691467285156,0.051809072494506836,0.14519691467285156,0.04535975
0.13915753364562988,0.047565460205078125,0.13915753364562988,0.040377209
0.1418018341064453,0.048192739486694336,0.1418018341064453,0.040797375
0.1188669204711914,0.03895068168640137,0.1188669204711914,0.045334083
0.9591827392578125,0.048664093017578125,0.9591827392578125,0.048765417
0.13414621353149414,0.050537109375,0.13414621353149414,0.045795
0.13752007484436035,0.05039691925048828,0.13752007484436035,0.045848292
0.12534666061401367,0.04425668716430664,0.12534666061401367,0.044128958
0.14591097831726074,0.05244040489196777,0.14591097831726074,0.046943583
0.13820743560791016,0.0493168830871582,0.13820743560791016,0.0420375
0.12490081787109375,0.03735947608947754,0.12490081787109375,0.04515625
0.12759709358215332,0.04784679412841797,0.12759709358215332,0.045551166
