time,time_replication,time_lead_total_work
0.39640212059020996,0.14324355125427246,0.39640212059020996
0.4799678325653076,0.22181963920593262,0.4799678325653076
0.41049814224243164,0.14773130416870117,0.41049814224243164
0.49425745010375977,0.23000431060791016,0.49425745010375977
0.5035314559936523,0.220534086227417,0.5035314559936523
0.4936072826385498,0.22397160530090332,0.4936072826385498
0.4107036590576172,0.14723491668701172,0.4107036590576172
0.40260791778564453,0.14391732215881348,0.40260791778564453
0.3943290710449219,0.1451129913330078,0.3943290710449219
0.45893216133117676,0.15276217460632324,0.45893216133117676
0.4792294502258301,0.22507834434509277,0.4792294502258301
0.4911632537841797,0.23085999488830566,0.4911632537841797
0.39044857025146484,0.14005303382873535,0.39044857025146484
0.9185090065002441,0.14569640159606934,0.9185090065002441
0.8197665214538574,0.22998857498168945,0.8197665214538574
0.4182920455932617,0.15013623237609863,0.4182920455932617
0.4069845676422119,0.14995455741882324,0.4069845676422119
0.47977328300476074,0.22265386581420898,0.47977328300476074
0.49079060554504395,0.2295548915863037,0.49079060554504395
0.41280221939086914,0.1418168544769287,0.41280221939086914
0.4826803207397461,0.2289142608642578,0.4826803207397461
0.4016001224517822,0.13965368270874023,0.4016001224517822
0.49395751953125,0.2280724048614502,0.49395751953125
0.4976346492767334,0.2223813533782959,0.4976346492767334
0.46917128562927246,0.22210955619812012,0.46917128562927246
0.47501516342163086,0.22620344161987305,0.47501516342163086
0.4881136417388916,0.23249220848083496,0.4881136417388916
0.49655723571777344,0.22078371047973633,0.49655723571777344
0.40848684310913086,0.15052461624145508,0.40848684310913086
0.39904141426086426,0.14321374893188477,0.39904141426086426
0.5502495765686035,0.23331856727600098,0.5502495765686035
0.48227477073669434,0.22413325309753418,0.48227477073669434
0.42543745040893555,0.1466217041015625,0.42543745040893555
0.48807549476623535,0.2302415370941162,0.48807549476623535
0.41457605361938477,0.15466547012329102,0.41457605361938477
0.4852719306945801,0.22926902770996094,0.4852719306945801
0.3957235813140869,0.14294838905334473,0.3957235813140869
0.4855353832244873,0.23064589500427246,0.4855353832244873
0.4907395839691162,0.23273611068725586,0.4907395839691162
0.41263890266418457,0.14977598190307617,0.41263890266418457
0.48555517196655273,0.22943544387817383,0.48555517196655273
0.4724314212799072,0.23059964179992676,0.4724314212799072
0.4655303955078125,0.22223806381225586,0.4655303955078125
0.4603102207183838,0.22563838958740234,0.4603102207183838
2.1599960327148438,0.22484374046325684,2.1599960327148438
0.41417884826660156,0.1515343189239502,0.41417884826660156
0.4954700469970703,0.23415446281433105,0.4954700469970703
0.41321849822998047,0.15397119522094727,0.41321849822998047
0.40781402587890625,0.14451003074645996,0.40781402587890625
0.4238779544830322,0.1427171230316162,0.4238779544830322
0.48105764389038086,0.22203826904296875,0.48105764389038086
0.4847288131713867,0.2289571762084961,0.4847288131713867
0.4827444553375244,0.22634482383728027,0.4827444553375244
0.4800708293914795,0.22133231163024902,0.4800708293914795
0.41647791862487793,0.1521453857421875,0.41647791862487793
0.4956185817718506,0.22458148002624512,0.4956185817718506
0.49083590507507324,0.22924137115478516,0.49083590507507324
0.5035009384155273,0.23620271682739258,0.5035009384155273
0.48546600341796875,0.22637343406677246,0.48546600341796875
0.41754579544067383,0.15688204765319824,0.41754579544067383
0.4004967212677002,0.14980506896972656,0.4004967212677002
1.0134656429290771,0.23175835609436035,1.0134656429290771
1.6736152172088623,0.22501134872436523,1.6736152172088623
0.5064747333526611,0.23229551315307617,0.5064747333526611
0.4809865951538086,0.2266232967376709,0.4809865951538086
0.49039745330810547,0.23314642906188965,0.49039745330810547
0.4164302349090576,0.14299607276916504,0.4164302349090576
0.4078865051269531,0.14772891998291016,0.4078865051269531
0.4806530475616455,0.22663640975952148,0.4806530475616455
0.5079481601715088,0.21908903121948242,0.5079481601715088
0.4273052215576172,0.1469871997833252,0.4273052215576172
0.406299352645874,0.145646333694458,0.406299352645874
0.40361618995666504,0.15004849433898926,0.40361618995666504
0.4225594997406006,0.14431977272033691,0.4225594997406006
0.41521310806274414,0.1512622833251953,0.41521310806274414
0.40093183517456055,0.145613431930542,0.40093183517456055
0.4026319980621338,0.14028620719909668,0.4026319980621338
0.4032900333404541,0.14665508270263672,0.4032900333404541
0.48221707344055176,0.2236645221710205,0.48221707344055176
0.49575090408325195,0.22698163986206055,0.49575090408325195
0.4246058464050293,0.1563115119934082,0.4246058464050293
1.841648817062378,0.22840237617492676,1.841648817062378
0.705101490020752,0.2221202850341797,0.705101490020752
0.40486764907836914,0.14664578437805176,0.40486764907836914
0.5017240047454834,0.23220276832580566,0.5017240047454834
0.4073293209075928,0.14859366416931152,0.4073293209075928
0.4778420925140381,0.22273707389831543,0.4778420925140381
0.47820401191711426,0.22268056869506836,0.47820401191711426
0.40352702140808105,0.1470186710357666,0.40352702140808105
0.41502952575683594,0.1457667350769043,0.41502952575683594
0.48363757133483887,0.2370615005493164,0.48363757133483887
0.40355372428894043,0.1432037353515625,0.40355372428894043
0.41248655319213867,0.15236783027648926,0.41248655319213867
0.48612141609191895,0.22970271110534668,0.48612141609191895
0.4131202697753906,0.15158557891845703,0.4131202697753906
0.48980045318603516,0.23569059371948242,0.48980045318603516
0.47907209396362305,0.22601628303527832,0.47907209396362305
0.4226374626159668,0.1653122901916504,0.4226374626159668
0.4213101863861084,0.15369391441345215,0.4213101863861084
0.41231489181518555,0.15106201171875,0.41231489181518555
