time_download
0.043515125
0.044212542
0.041673875
0.042604084
0.045774167
0.044576833
0.044778708
0.041415542
0.048237709
0.046205667
0.04439575
0.046842667
0.044657459
0.044273208
0.057250042
0.047050958
0.040093875
0.048225709
0.045744791
0.047046334
0.0473315
0.047200917
0.04762725
0.045450542
0.051274792
0.045707459
0.044743
0.040529709
0.045140167
0.044490417
0.040752541
0.039562625
0.044969625
0.039727542
0.044801542
0.043122791
0.044662833
0.047183792
0.045559375
0.045735292
0.044014292
0.036010292
0.064387625
0.041284416
0.045470458
0.039733583
0.045603042
0.045198875
0.045188583
0.041719958
0.045082958
0.041974834
0.044969791
0.040867291
0.041323416
0.046076833
0.048278041
0.041664917
0.04481575
0.041519209
0.04093275
0.039208125
0.03868375
0.044557292
0.042685959
0.0444385
0.047469625
0.045509167
0.044710875
0.040627041
0.046187625
0.04498425
0.045667041
0.044546417
0.044148917
0.045800833
0.040407875
0.045419042
0.045998709
0.048009125
0.045466834
0.045291917
0.03791175
0.040407542
0.046087
0.046163958
0.04494525
0.045720458
0.045951833
0.043658625
0.044981167
0.045283375
0.045540916
0.045768083
0.045675541
0.045232125
0.04725675
0.046117042
0.046156416
0.0403455
