time_download
0.16156475
0.076671166
0.069954708
0.164244167
0.14499825
0.146527292
0.158976375
0.154251292
0.145886709
0.077094208
0.163938125
0.065758917
0.146851625
0.160211041
0.144542208
0.145807792
0.158289792
0.1470195
0.146767542
0.158827083
0.146387209
0.153415041
0.157337209
0.146916916
0.153047917
0.077447375
0.083353875
0.165236625
0.153626167
0.066365666
0.161070958
0.066646792
0.067420792
0.08195175
0.162459333
0.146018
0.152546209
0.166669375
0.148081541
0.152296709
0.150364584
0.14761725
0.15942375
0.154814708
0.06644775
0.084474666
0.161045208
0.147214083
0.146460834
0.080944334
0.087019875
0.086091375
0.160110875
0.147012292
0.069448042
0.161768291
0.146296416
0.066466083
0.083900333
0.158425125
0.155101125
0.146562708
0.155214709
0.153120375
0.144016417
0.161503709
0.156927792
0.06688225
0.086851833
0.157211958
0.145747625
0.161596875
0.148142125
0.066823875
0.160283375
0.0665625
0.066352959
0.081129209
0.161266
0.06786875
0.083401708
0.0791805
0.160078709
0.066952208
0.145536375
0.1595375
0.146184083
0.153974625
0.085821042
0.151331542
0.149956541
0.076234667
0.152539333
0.067101833
0.151560292
0.165936209
0.155281
0.068928958
0.161816042
0.146459042
