time,time_replication,time_lead_total_work
0.09134149551391602,0.029234647750854492,0.09134149551391602
0.09133219718933105,0.025743722915649414,0.09133219718933105
0.10025453567504883,0.029171228408813477,0.10025453567504883
0.10186982154846191,0.028666019439697266,0.10186982154846191
0.0950920581817627,0.024747848510742188,0.0950920581817627
0.09837651252746582,0.030252933502197266,0.09837651252746582
0.1031332015991211,0.02908182144165039,0.1031332015991211
0.09695243835449219,0.02590203285217285,0.09695243835449219
0.09917926788330078,0.02930474281311035,0.09917926788330078
0.08334088325500488,0.028998374938964844,0.08334088325500488
0.09320878982543945,0.02542877197265625,0.09320878982543945
0.1208188533782959,0.025400876998901367,0.1208188533782959
0.0912322998046875,0.03199934959411621,0.0912322998046875
0.09028458595275879,0.02692580223083496,0.09028458595275879
0.0999147891998291,0.03178095817565918,0.0999147891998291
0.09849095344543457,0.03120136260986328,0.09849095344543457
0.08954048156738281,0.030519723892211914,0.08954048156738281
0.09553241729736328,0.027207136154174805,0.09553241729736328
0.10008025169372559,0.030714035034179688,0.10008025169372559
0.08579874038696289,0.026651859283447266,0.08579874038696289
0.09416651725769043,0.026233911514282227,0.09416651725769043
0.855057954788208,0.026020288467407227,0.855057954788208
0.09435057640075684,0.030059099197387695,0.09435057640075684
0.09613847732543945,0.02964472770690918,0.09613847732543945
0.09151101112365723,0.025608062744140625,0.09151101112365723
0.07984304428100586,0.027028799057006836,0.07984304428100586
0.08384943008422852,0.026877641677856445,0.08384943008422852
0.10158514976501465,0.029276371002197266,0.10158514976501465
0.09465646743774414,0.028795480728149414,0.09465646743774414
0.09831666946411133,0.028467178344726562,0.09831666946411133
0.10130929946899414,0.033112525939941406,0.10130929946899414
0.08701968193054199,0.030570507049560547,0.08701968193054199
0.10181832313537598,0.03190016746520996,0.10181832313537598
0.09682297706604004,0.029840946197509766,0.09682297706604004
0.09246325492858887,0.030342817306518555,0.09246325492858887
0.09817814826965332,0.027500152587890625,0.09817814826965332
0.08942246437072754,0.031085968017578125,0.08942246437072754
0.08718228340148926,0.025946378707885742,0.08718228340148926
0.08399391174316406,0.024293184280395508,0.08399391174316406
0.0917973518371582,0.024788379669189453,0.0917973518371582
0.09751486778259277,0.029614686965942383,0.09751486778259277
0.10090041160583496,0.03194761276245117,0.10090041160583496
0.09643149375915527,0.02848219871520996,0.09643149375915527
0.09946036338806152,0.030165433883666992,0.09946036338806152
0.08742809295654297,0.028553247451782227,0.08742809295654297
0.09557509422302246,0.0249025821685791,0.09557509422302246
0.1102743148803711,0.029802560806274414,0.1102743148803711
0.09089851379394531,0.02805352210998535,0.09089851379394531
0.0778343677520752,0.03256845474243164,0.0778343677520752
0.08543133735656738,0.029572725296020508,0.08543133735656738
0.09024238586425781,0.02722311019897461,0.09024238586425781
0.09628772735595703,0.030077457427978516,0.09628772735595703
0.09189200401306152,0.024982452392578125,0.09189200401306152
0.07776236534118652,0.026177167892456055,0.07776236534118652
0.08783602714538574,0.03325533866882324,0.08783602714538574
0.09711718559265137,0.029613971710205078,0.09711718559265137
0.09664726257324219,0.031749725341796875,0.09664726257324219
0.8980419635772705,0.026111125946044922,0.8980419635772705
0.09146904945373535,0.030035972595214844,0.09146904945373535
0.10807347297668457,0.029926776885986328,0.10807347297668457
0.09733366966247559,0.02457427978515625,0.09733366966247559
0.08941292762756348,0.02454090118408203,0.08941292762756348
0.08908939361572266,0.025833606719970703,0.08908939361572266
0.09758210182189941,0.029812097549438477,0.09758210182189941
0.07235908508300781,0.0246579647064209,0.07235908508300781
0.07592320442199707,0.02519679069519043,0.07592320442199707
0.09491109848022461,0.0303497314453125,0.09491109848022461
0.08563947677612305,0.02678680419921875,0.08563947677612305
0.08856368064880371,0.0277862548828125,0.08856368064880371
0.09303617477416992,0.029349327087402344,0.09303617477416992
0.08907413482666016,0.025231361389160156,0.08907413482666016
0.09000158309936523,0.026071786880493164,0.09000158309936523
0.08235979080200195,0.029066085815429688,0.08235979080200195
0.08836245536804199,0.029318571090698242,0.08836245536804199
0.0941922664642334,0.03125619888305664,0.0941922664642334
0.1144721508026123,0.03119492530822754,0.1144721508026123
0.09567070007324219,0.02970743179321289,0.09567070007324219
0.08285403251647949,0.02882862091064453,0.08285403251647949
0.07842683792114258,0.02504873275756836,0.07842683792114258
0.08870244026184082,0.02987504005432129,0.08870244026184082
0.09459161758422852,0.025722026824951172,0.09459161758422852
0.09637331962585449,0.02646613121032715,0.09637331962585449
0.09740519523620605,0.028365612030029297,0.09740519523620605
0.08974289894104004,0.024839162826538086,0.08974289894104004
0.09019041061401367,0.024832487106323242,0.09019041061401367
0.08878016471862793,0.024610042572021484,0.08878016471862793
0.09492301940917969,0.02874588966369629,0.09492301940917969
0.08797693252563477,0.02474069595336914,0.08797693252563477
0.09106850624084473,0.027833938598632812,0.09106850624084473
0.09107041358947754,0.02872467041015625,0.09107041358947754
0.0882875919342041,0.026211261749267578,0.0882875919342041
0.08494091033935547,0.024825096130371094,0.08494091033935547
0.09541773796081543,0.025323152542114258,0.09541773796081543
0.536085844039917,0.02614140510559082,0.536085844039917
1.0227978229522705,0.030151844024658203,1.0227978229522705
0.18451976776123047,0.030173063278198242,0.18451976776123047
0.6697399616241455,0.02526092529296875,0.6697399616241455
0.09047985076904297,0.02475762367248535,0.09047985076904297
0.07829046249389648,0.025989055633544922,0.07829046249389648
0.08243918418884277,0.02901625633239746,0.08243918418884277
